"order_item_id","created_at","order_id","product_id","product_name","is_primary_item","price_usd","cogs_usd","profit"
50,2012-03-30,50,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
51,2012-03-30,51,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
52,2012-03-30,52,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
53,2012-03-30,53,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
54,2012-03-30,54,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
55,2012-03-30,55,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
56,2012-03-31,56,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
58,2012-03-31,58,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
59,2012-03-31,59,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
60,2012-03-31,60,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
61,2012-04-01,61,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
62,2012-04-01,62,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
63,2012-04-01,63,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
64,2012-04-01,64,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
65,2012-04-02,65,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
66,2012-04-02,66,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
67,2012-04-02,67,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
68,2012-04-02,68,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
69,2012-04-03,69,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
70,2012-04-03,70,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
72,2012-04-03,72,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
73,2012-04-03,73,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
75,2012-04-04,75,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
76,2012-04-04,76,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
77,2012-04-04,77,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
78,2012-04-04,78,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
79,2012-04-04,79,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
80,2012-04-05,80,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
81,2012-04-05,81,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
82,2012-04-05,82,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
83,2012-04-06,83,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
84,2012-04-06,84,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
85,2012-04-06,85,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
86,2012-04-06,86,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
87,2012-04-07,87,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
88,2012-04-07,88,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
89,2012-04-07,89,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
90,2012-04-08,90,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
91,2012-04-08,91,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
92,2012-04-08,92,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
93,2012-04-08,93,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
94,2012-04-08,94,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
95,2012-04-09,95,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
96,2012-04-09,96,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
97,2012-04-09,97,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
98,2012-04-09,98,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
99,2012-04-09,99,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
100,2012-04-09,100,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
101,2012-04-09,101,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
102,2012-04-09,102,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
103,2012-04-10,103,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
104,2012-04-10,104,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
105,2012-04-10,105,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
106,2012-04-11,106,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
107,2012-04-11,107,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
108,2012-04-11,108,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
109,2012-04-11,109,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
110,2012-04-11,110,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
111,2012-04-12,111,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
112,2012-04-12,112,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
113,2012-04-12,113,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
114,2012-04-12,114,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
115,2012-04-13,115,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
117,2012-04-14,117,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
119,2012-04-15,119,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
120,2012-04-15,120,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
121,2012-04-15,121,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
122,2012-04-16,122,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
123,2012-04-16,123,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
124,2012-04-16,124,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
125,2012-04-16,125,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
126,2012-04-16,126,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
127,2012-04-17,127,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
128,2012-04-18,128,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
129,2012-04-18,129,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
130,2012-04-18,130,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
131,2012-04-18,131,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
132,2012-04-19,132,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
133,2012-04-19,133,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
134,2012-04-19,134,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
135,2012-04-19,135,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
136,2012-04-19,136,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
137,2012-04-19,137,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
138,2012-04-20,138,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
139,2012-04-21,139,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
140,2012-04-22,140,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
141,2012-04-22,141,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
142,2012-04-22,142,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
143,2012-04-23,143,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
144,2012-04-23,144,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
145,2012-04-23,145,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
146,2012-04-23,146,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
148,2012-04-23,148,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
149,2012-04-23,149,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
150,2012-04-24,150,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
151,2012-04-24,151,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
152,2012-04-25,152,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
153,2012-04-26,153,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
154,2012-04-26,154,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
155,2012-04-26,155,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
156,2012-04-27,156,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
157,2012-04-27,157,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
158,2012-04-29,158,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
159,2012-04-30,159,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
160,2012-05-01,160,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
161,2012-05-01,161,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
162,2012-05-01,162,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
163,2012-05-01,163,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
164,2012-05-01,164,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
165,2012-05-02,165,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
166,2012-05-02,166,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
167,2012-05-02,167,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
168,2012-05-02,168,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
169,2012-05-03,169,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
170,2012-05-03,170,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
171,2012-05-03,171,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
172,2012-05-03,172,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
173,2012-05-03,173,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
174,2012-05-04,174,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
175,2012-05-04,175,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
176,2012-05-04,176,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
177,2012-05-08,177,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
178,2012-05-08,178,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
180,2012-05-09,180,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
181,2012-05-09,181,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
182,2012-05-09,182,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
183,2012-05-09,183,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
184,2012-05-09,184,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
185,2012-05-09,185,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
187,2012-05-10,187,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
188,2012-05-10,188,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
189,2012-05-10,189,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
190,2012-05-11,190,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
192,2012-05-11,192,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
193,2012-05-12,193,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
194,2012-05-13,194,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
195,2012-05-13,195,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
196,2012-05-13,196,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
197,2012-05-14,197,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
198,2012-05-14,198,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
200,2012-05-15,200,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
201,2012-05-15,201,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
202,2012-05-15,202,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
203,2012-05-15,203,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
204,2012-05-15,204,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
205,2012-05-15,205,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
206,2012-05-15,206,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
207,2012-05-16,207,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
208,2012-05-16,208,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
209,2012-05-17,209,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
210,2012-05-17,210,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
211,2012-05-17,211,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
212,2012-05-18,212,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
213,2012-05-18,213,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
214,2012-05-18,214,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
215,2012-05-18,215,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
216,2012-05-19,216,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
217,2012-05-20,217,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
218,2012-05-20,218,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
219,2012-05-20,219,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
220,2012-05-20,220,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
221,2012-05-20,221,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
222,2012-05-21,222,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
223,2012-05-21,223,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
224,2012-05-21,224,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
225,2012-05-21,225,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
226,2012-05-22,226,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
227,2012-05-22,227,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
228,2012-05-22,228,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
229,2012-05-22,229,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
230,2012-05-22,230,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
231,2012-05-23,231,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
232,2012-05-23,232,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
233,2012-05-23,233,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
234,2012-05-24,234,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
235,2012-05-24,235,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
236,2012-05-25,236,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
237,2012-05-25,237,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
238,2012-05-25,238,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
239,2012-05-25,239,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
240,2012-05-25,240,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
241,2012-05-25,241,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
242,2012-05-26,242,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
243,2012-05-26,243,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
244,2012-05-26,244,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
245,2012-05-27,245,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
246,2012-05-27,246,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
247,2012-05-28,247,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
248,2012-05-28,248,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
249,2012-05-28,249,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
250,2012-05-29,250,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
251,2012-05-29,251,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
252,2012-05-29,252,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
253,2012-05-29,253,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
254,2012-05-29,254,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
255,2012-05-29,255,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
256,2012-05-29,256,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
257,2012-05-29,257,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
258,2012-05-30,258,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
259,2012-05-30,259,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
260,2012-05-30,260,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
261,2012-05-30,261,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
262,2012-05-30,262,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
263,2012-05-31,263,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
264,2012-05-31,264,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
265,2012-05-31,265,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
266,2012-05-31,266,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
267,2012-05-31,267,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
268,2012-06-01,268,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
269,2012-06-01,269,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
270,2012-06-01,270,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
272,2012-06-01,272,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
273,2012-06-01,273,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
274,2012-06-02,274,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
275,2012-06-02,275,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
276,2012-06-03,276,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
277,2012-06-03,277,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
278,2012-06-03,278,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
279,2012-06-03,279,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
280,2012-06-04,280,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
281,2012-06-04,281,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
282,2012-06-05,282,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
283,2012-06-05,283,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
284,2012-06-05,284,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
285,2012-06-05,285,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
286,2012-06-05,286,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
287,2012-06-06,287,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
288,2012-06-06,288,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
289,2012-06-06,289,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
291,2012-06-06,291,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
292,2012-06-06,292,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
293,2012-06-06,293,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
294,2012-06-06,294,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
295,2012-06-07,295,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
296,2012-06-07,296,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
297,2012-06-07,297,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
298,2012-06-07,298,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
299,2012-06-07,299,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
300,2012-06-07,300,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
301,2012-06-08,301,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
302,2012-06-08,302,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
303,2012-06-08,303,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
304,2012-06-08,304,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
305,2012-06-08,305,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
306,2012-06-08,306,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
307,2012-06-09,307,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
308,2012-06-09,308,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
309,2012-06-09,309,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
310,2012-06-10,310,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
311,2012-06-10,311,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
312,2012-06-10,312,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
313,2012-06-11,313,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
314,2012-06-11,314,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
315,2012-06-11,315,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
316,2012-06-11,316,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
317,2012-06-11,317,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
318,2012-06-12,318,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
319,2012-06-12,319,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
320,2012-06-12,320,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
321,2012-06-12,321,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
322,2012-06-12,322,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
323,2012-06-13,323,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
324,2012-06-13,324,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
325,2012-06-13,325,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
326,2012-06-13,326,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
327,2012-06-13,327,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
328,2012-06-13,328,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
329,2012-06-13,329,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
330,2012-06-13,330,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
331,2012-06-13,331,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
332,2012-06-13,332,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
333,2012-06-14,333,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
334,2012-06-15,334,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
336,2012-06-16,336,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
337,2012-06-16,337,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
338,2012-06-16,338,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
339,2012-06-17,339,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
340,2012-06-17,340,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
341,2012-06-17,341,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
342,2012-06-17,342,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
343,2012-06-18,343,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
344,2012-06-18,344,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
345,2012-06-18,345,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
346,2012-06-18,346,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
347,2012-06-18,347,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
348,2012-06-18,348,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
349,2012-06-18,349,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
350,2012-06-19,350,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
351,2012-06-19,351,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
352,2012-06-19,352,1,The Original Mr. Fuzzy,1,49.99,19.49,30.50
